gene_id,S2-12h,S2-24h,S2-Oh,S3-12h,S3-24h,S3-Oh,W2-12h,W2-24h,W2-Oh,W3-12h,W3-24h,W3-Oh
gene:Zm00001d036619,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d005751,2325,1367,2247,1559,800,1397,4332,2156,2266,2356,2984,3246
gene:Zm00001d005750,56,0,362,276,77,183,0,0,68,0,268,0
gene:Zm00001d005757,372,403,573,744,455,630,437,402,637,530,1041,918
gene:Zm00001d009279,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d005754,329,542,765,865,447,781,579,453,549,380,1014,823
gene:Zm00001d028338,1814,2117,6353,2829,2708,4479,2405,1776,2641,1826,2030,4291
gene:Zm00001d028339,9214,4724,5944,7117,3617,3554,7352,3379,6819,3951,3034,7342
gene:Zm00001d034618,5464,6846,8793,7217,5149,4468,4725,4745,4084,3815,5755,4766
gene:Zm00001d034619,0,0,0,0,0,0,0,0,4,0,0,0
gene:Zm00001d028330,41,21,23,13,53,0,0,0,6,0,0,0
gene:Zm00001d034613,2,8,0,34,0,22,23,19,59,1,54,69
gene:Zm00001d028332,2605,2373,4941,5738,3505,5103,3813,2500,3281,2011,5478,5512
gene:Zm00001d034611,7,4,4,0,8,0,1,0,4,0,3,2
gene:Zm00001d034616,5964,4892,11591,8930,9105,10142,6940,5388,6387,4228,10964,10639
gene:Zm00001d028335,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028336,0,0,0,0,0,94,0,0,0,0,0,0
gene:Zm00001d034615,331,1036,513,426,548,218,144,104,35,44,125,94
gene:Zm00001d020149,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020148,43,28,38,52,54,65,66,42,0,20,51,18
gene:Zm00001d020141,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020140,0,0,0,4,0,0,499,0,0,0,0,0
gene:Zm00001d020147,477,278,1250,3645,948,3754,2084,273,1852,1071,2281,3664
gene:Zm00001d020146,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020145,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020144,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d031062,1247,1822,2292,1669,1259,1824,1752,1385,1815,890,1793,2254
gene:Zm00001d031063,476,167,261,522,125,160,361,167,95,228,209,262
gene:Zm00001d031060,382,274,553,597,394,420,445,276,269,339,510,490
gene:Zm00001d031061,663,1205,1032,1682,629,1117,1563,1194,1416,932,1614,2197
gene:Zm00001d031066,0,0,0,0,9,0,0,14,0,0,5,0
gene:Zm00001d021818,0,24,4,0,0,0,0,0,0,0,0,0
gene:Zm00001d031065,671,953,1629,1227,862,1138,995,1018,1084,517,1111,1045
gene:Zm00001d021816,80,19,111,78,43,48,20,37,53,46,30,43
gene:Zm00001d021817,835,2332,2095,2209,1434,1192,2366,2465,2888,869,2402,3047
gene:Zm00001d031068,10,77,0,4,11,8,26,40,0,20,7,4
gene:Zm00001d021815,4210,5593,10497,10310,6874,10257,8146,4533,6985,4261,9767,10785
gene:Zm00001d021812,403,414,595,831,334,502,222,0,5,156,240,263
gene:Zm00001d021813,4988,2337,13966,5593,3545,8683,8840,4861,6820,4413,8029,9905
gene:Zm00001d021810,14854,13062,19857,19729,14947,13966,18839,14577,11838,7939,18543,18294
gene:Zm00001d021811,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d009490,8,0,16,4,4,2,9,16,0,9,19,14
gene:Zm00001d009491,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d009492,0,0,0,0,0,12,0,0,0,0,0,0
gene:Zm00001d009493,42,70,31,113,16,82,71,100,201,80,321,217
gene:Zm00001d009494,2541,8064,1693,1399,1923,639,1533,6024,1201,987,3646,1530
gene:Zm00001d009495,431,452,961,881,587,679,1049,1046,1289,649,1334,1711
gene:Zm00001d009496,1258,1050,1747,2489,980,2115,1887,720,917,378,1021,1130
gene:Zm00001d009497,1112,276,1093,832,333,562,1586,618,879,460,915,1157
gene:Zm00001d009498,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d009499,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020498,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020495,4,74,63,48,43,47,0,7,8,0,35,8
gene:Zm00001d020494,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020497,819,465,1351,2431,1512,3313,3514,1563,1838,1839,4925,3264
gene:Zm00001d020496,368,566,1808,617,1028,1167,772,1227,1384,546,1783,1751
gene:Zm00001d020491,79,111,62,125,24,30,0,0,0,5,12,0
gene:Zm00001d020490,0,98,91,6,0,0,47,7,0,0,15,0
gene:Zm00001d020493,93,45,227,81,81,38,37,6,16,24,52,65
gene:Zm00001d020492,4,12,4,15,6,34,8,12,0,22,141,0
gene:Zm00001d031395,5,0,29,0,11,5,0,0,7,0,5,0
gene:Zm00001d031396,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d031391,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d031392,0,0,0,0,0,0,0,8,0,0,0,0
gene:Zm00001d031398,241,147,15,236,124,26,141,67,28,149,236,28
gene:Zm00001d031399,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025519,23,14,20,7,64,24,62,88,73,26,154,91
gene:Zm00001d025518,16,5,31,3,2,3,11,4,6,0,6,10
gene:Zm00001d025513,801,759,1771,1363,924,920,510,582,549,311,537,721
gene:Zm00001d034564,394,271,1160,229,681,1656,677,975,1631,580,2926,3062
gene:Zm00001d025511,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025517,896,1010,1846,1714,969,1605,1219,971,1601,857,1548,1825
gene:Zm00001d009799,272,426,639,497,398,311,217,148,223,134,323,279
gene:Zm00001d034565,632,971,1599,959,750,800,644,807,594,465,1259,529
gene:Zm00001d044156,1085,1541,638,975,1555,355,631,846,374,369,1561,159
gene:Zm00001d005479,36,32,68,57,33,40,47,31,31,23,73,57
gene:Zm00001d034566,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d044157,187,752,20,231,607,74,66,154,38,63,357,36
gene:Zm00001d044154,0,0,0,0,4,0,4,0,0,0,0,0
gene:Zm00001d048476,15,30,69,84,16,32,95,41,144,95,162,276
gene:Zm00001d048471,1783,920,3434,1525,1160,1753,2156,3070,2405,1790,2151,3864
gene:Zm00001d044153,134,152,224,537,335,323,370,176,284,194,690,568
gene:Zm00001d009793,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d005473,705,827,1373,1590,1338,1402,1015,591,663,577,972,1134
gene:Zm00001d009791,0,0,0,0,0,0,0,0,0,0,4,0
gene:Zm00001d029171,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029170,7778,20772,17066,7054,6222,7391,9768,13552,13044,4998,12503,13580
gene:Zm00001d029173,3752,6835,10271,7283,5660,6541,6901,8482,8182,3366,8148,9343
gene:Zm00001d029172,101,284,300,52,141,98,208,438,242,130,293,213
gene:Zm00001d021368,2460,1343,5578,4245,2455,5208,3155,1814,2054,2392,2157,4704
gene:Zm00001d029174,1203,2510,4600,8029,4575,4704,3153,2872,5076,1706,6641,4702
gene:Zm00001d029177,9364,11450,14849,16102,11683,11784,12187,12746,12037,6035,15533,13800
gene:Zm00001d029176,829,2775,1867,917,1939,1119,226,1304,316,371,1074,858
gene:Zm00001d011280,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d021365,9,31,14,185,28,100,12,4,117,27,267,98
gene:Zm00001d021366,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d021367,0,0,8,37,30,6,32,0,0,0,0,6
gene:Zm00001d021360,884,838,1556,938,650,953,1692,1121,907,1504,1032,1068
gene:Zm00001d048785,153,8,327,253,181,295,227,97,194,57,179,136
gene:Zm00001d021362,2715,5469,6628,2977,2247,2455,3134,3206,3545,1414,3523,3350
gene:Zm00001d021363,1329,2290,4664,2180,1715,2388,2644,2551,3720,1156,3004,3366
gene:Zm00001d002751,777,572,1511,1224,1134,1210,875,1075,1132,497,1064,1292
gene:Zm00001d027919,12,4,38,27,7,22,25,0,28,8,4,0
gene:Zm00001d027918,117,219,352,374,127,202,221,141,320,115,347,166
gene:Zm00001d027915,0,0,0,0,8,0,0,0,0,0,0,11
gene:Zm00001d027914,14,9,22,14,9,12,0,0,0,0,0,0
gene:Zm00001d021864,1483,2469,2729,2170,2153,1939,1412,1675,1553,910,2090,1958
gene:Zm00001d027911,4,10,341,18,17,2,5,6,73,47,4,75
gene:Zm00001d027910,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027912,0,0,0,4,0,0,0,0,0,0,0,0
gene:Zm00001d048781,0,8,3,16,10,0,27,30,20,17,55,42
gene:GRMZM5G827951,382,235,512,281,337,467,373,311,251,424,368,524
gene:Zm00001d036357,17,33,0,23,33,0,6,22,0,0,34,0
gene:Zm00001d012414,14,1,0,40,0,0,14,3,13,3,11,5
gene:Zm00001d002759,4522,13140,18257,11793,15412,8903,4283,9716,8500,2023,7376,8706
gene:Zm00001d037579,27,56,104,106,80,87,25,51,22,4,19,41
gene:Zm00001d036353,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d037573,5474,8852,12845,9789,5785,8466,6416,7091,6648,3565,7016,8198
gene:Zm00001d037570,0,0,0,0,0,0,1,0,0,0,0,0
gene:Zm00001d048788,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d037576,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d037577,95,63,199,120,98,175,85,76,61,55,79,54
gene:Zm00001d037574,1005,2344,2186,1395,1125,1052,1169,1798,1275,520,1504,1406
gene:Zm00001d037575,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d007207,3829,4019,7713,3966,3467,3929,3536,3364,3577,2069,3525,4647
gene:Zm00001d007206,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d007205,282,409,833,869,330,672,1028,514,810,488,896,1239
gene:Zm00001d007204,29,4,104,240,18,158,147,82,535,106,408,393
gene:Zm00001d007203,1,1,1,1,0,0,0,0,0,0,0,1
gene:Zm00001d007202,362,673,1194,1665,982,1652,771,532,1226,595,1404,1487
gene:Zm00001d023557,1299,2011,2476,1407,1262,1134,1121,1269,1285,784,1803,1840
gene:Zm00001d023556,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028495,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028494,9,0,5,8,5,3,8,10,4,10,5,18
gene:Zm00001d028497,12,73,40,6,24,12,0,0,0,0,0,0
gene:Zm00001d028496,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028490,1557,1410,1992,2703,1687,2408,2150,1152,1828,1379,2465,2309
gene:Zm00001d028493,910,984,1652,1305,1069,1357,921,820,1003,697,1144,1613
gene:Zm00001d028499,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028498,0,11,0,20,0,0,15,28,22,0,0,28
gene:Zm00001d016722,2217,2890,4434,3858,2402,3788,3684,2371,3155,1664,3728,3959
gene:Zm00001d016723,500,898,1830,3516,707,2302,1778,871,5273,1120,7905,4123
gene:Zm00001d016720,5141,10927,13189,7580,7051,8869,5586,7117,9580,3123,12556,8796
gene:Zm00001d016721,50,14,125,89,43,69,48,14,70,79,93,90
gene:Zm00001d016726,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d026359,2997,2870,5498,5094,3580,4859,3471,2442,3649,2029,4151,4501
gene:Zm00001d016724,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020403,102,88,180,140,240,203,120,89,62,100,95,131
gene:Zm00001d026354,100,19,566,151,96,219,169,113,286,159,181,331
gene:Zm00001d026355,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016728,0,4,0,2,0,0,0,0,0,0,15,0
gene:Zm00001d026357,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d026350,447,559,676,636,586,619,374,389,446,285,574,640
gene:Zm00001d026351,1676,2335,3802,4248,2754,4395,2244,1769,3235,1475,3363,4806
gene:Zm00001d026352,65,37,147,186,40,184,142,21,149,82,217,206
gene:Zm00001d026353,161,115,663,477,219,310,175,170,218,107,188,270
gene:Zm00001d033657,29,9,0,997,1644,1744,2439,2332,2377,1237,3251,2894
gene:Zm00001d024980,487,39,279,0,25,52,724,133,0,2175,274,1418
gene:zma-MIR399i,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d033656,0,0,0,0,0,0,4,0,0,0,0,0
gene:Zm00001d014474,0,0,9,0,0,0,0,0,0,0,0,0
gene:Zm00001d014475,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d014476,0,0,2,0,0,0,0,0,0,0,0,0
gene:Zm00001d033654,443,158,366,442,397,285,530,255,217,445,231,301
gene:Zm00001d014470,361,497,532,422,431,278,473,425,252,383,455,433
gene:Zm00001d014471,55,22,71,90,88,131,24,67,64,75,119,167
gene:Zm00001d014472,2157,2623,4586,2982,2284,2901,2176,2537,2321,1396,2746,2735
gene:Zm00001d014473,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022633,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022632,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022631,1430,1509,2332,2090,1491,1612,1747,1078,1348,935,1980,1827
gene:Zm00001d022630,4706,1809,6751,17290,56798,16765,12095,29431,5571,28959,28514,39856
gene:Zm00001d022637,2981,7892,7996,3368,5047,5122,4245,8576,4121,2881,5702,6302
gene:Zm00001d022636,845,1858,1087,757,1643,786,407,857,485,221,1175,565
gene:Zm00001d038604,0,0,9,6,2,17,12,2,5,0,20,12
gene:Zm00001d010690,284,14,266,406,228,496,291,8,10,122,24,22
gene:Zm00001d038607,480,948,1137,479,617,625,680,993,538,464,612,658
gene:Zm00001d006755,40,62,0,44,40,17,10,36,12,0,88,0
gene:Zm00001d038606,1002,687,3811,2021,2209,3030,1661,1285,600,980,592,1368
gene:Zm00001d030940,108,167,279,445,173,263,217,85,333,82,432,295
gene:Zm00001d030941,0,4,0,18,8,6,5,24,11,24,57,8
gene:Zm00001d023329,1184,1259,1558,1442,1347,836,74,115,82,62,226,133
gene:Zm00001d023326,850,987,518,1297,513,382,506,1269,249,399,648,1751
gene:Zm00001d023327,1133,2079,1369,1500,1830,1602,1671,1435,461,1234,2623,1834
gene:Zm00001d023324,0,0,0,0,0,0,4,0,6,0,0,26
gene:Zm00001d023325,97,115,133,143,151,143,97,48,111,77,180,130
gene:Zm00001d023322,2,0,0,0,9,0,0,7,7,5,12,3
gene:Zm00001d023323,194,1156,232,189,100,239,488,272,139,174,342,350
gene:Zm00001d023320,277,578,296,220,307,286,549,191,226,124,324,212
gene:Zm00001d023321,94,279,137,53,87,79,106,181,36,104,84,200
gene:Zm00001d000097,124,279,287,149,166,101,0,0,0,0,0,0
gene:Zm00001d010696,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038907,721,1363,1047,649,625,179,498,1696,649,647,1159,345
gene:Zm00001d010697,40,16,81,11,20,11,26,16,21,0,0,8
gene:Zm00001d000095,0,7,3,0,4,0,0,0,0,0,0,0
gene:Zm00001d010698,491,470,1352,1102,443,786,295,15,14,17,73,42
gene:Zm00001d038905,6992,6394,14795,10324,8697,11665,11018,7117,8324,7491,9279,15092
gene:Zm00001d022989,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022988,0,0,0,0,0,0,0,1,1,1,1,1
gene:Zm00001d010699,47,13,44,29,11,7,3,0,0,0,0,4
gene:Zm00001d046055,0,0,0,0,0,0,0,0,0,0,3,0
gene:Zm00001d046054,48,43,106,58,40,94,28,22,41,34,13,44
gene:Zm00001d022987,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022986,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022981,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022980,22,76,71,0,9,0,8,0,9,0,6,0
gene:Zm00001d046053,0,0,0,0,0,0,0,0,0,0,64,0
gene:Zm00001d022982,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d053014,1581,2070,2300,1635,1394,1105,1339,1941,1218,843,2015,1381
gene:Zm00001d027003,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027002,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027001,0,0,0,0,0,0,0,0,0,2,0,0
gene:Zm00001d027000,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027007,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027006,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027005,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027004,5,12,11,5,4,4,7,5,5,0,0,3
gene:Zm00001d001819,98,69,42,23,15,20,72,48,61,20,43,68
gene:Zm00001d027009,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027008,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d023588,0,0,12,0,5,0,5,0,16,0,0,4
gene:Zm00001d017928,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d023582,339,530,929,716,502,758,738,894,1184,513,1331,1412
gene:Zm00001d023583,1400,1786,3652,2081,2497,2257,941,699,1034,1006,1421,1685
gene:Zm00001d017921,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d023581,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017927,314,285,408,869,487,655,552,243,502,321,877,729
gene:Zm00001d017926,722,1092,2159,3755,1684,3608,2748,337,3393,944,2764,3803
gene:Zm00001d017925,5385,6456,11352,8771,6824,7547,5773,5962,6069,3043,6582,7631
gene:Zm00001d023585,0,0,0,3,0,0,0,0,0,0,0,0
gene:Zm00001d010744,6819,7502,9367,8035,6608,6255,5518,5037,3727,2638,4823,4596
gene:Zm00001d038909,999,1017,2408,1045,926,1070,1090,1092,883,793,1030,1096
gene:Zm00001d011189,705,1298,785,266,446,284,749,1304,380,452,880,618
gene:Zm00001d011188,7563,10835,16197,9353,8798,8795,9724,9595,8385,5029,9225,10342
gene:Zm00001d024679,9077,9453,15707,8969,7330,6698,9740,11254,9117,6166,10527,10488
gene:Zm00001d024678,298,650,927,618,463,487,560,441,667,341,699,536
gene:Zm00001d024675,1887,3379,6200,5401,3597,6061,3794,2960,5006,2042,5681,7367
gene:Zm00001d011182,0,4,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011181,0,0,0,0,0,0,7,0,0,0,8,0
gene:Zm00001d024676,10840,2131,8052,11254,6956,1971,1437,616,576,3006,1221,667
gene:Zm00001d024671,0,8,0,9,0,2,8,5,0,0,5,0
gene:Zm00001d024670,0,0,0,0,0,0,0,0,0,0,5,0
gene:Zm00001d011185,285,765,746,530,339,620,552,656,834,306,869,879
gene:Zm00001d024672,380,467,596,508,481,358,583,488,300,503,599,453
gene:Zm00001d015402,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d015403,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d015400,723,805,1991,1400,1601,2047,565,646,707,615,863,1333
gene:Zm00001d015401,1904,4215,2264,2189,4080,1537,1482,2032,915,988,2798,1342
gene:Zm00001d043269,1212,1938,2390,1363,1432,1237,1386,1693,1250,886,1738,1453
gene:Zm00001d015407,1353,959,1851,1408,1143,1247,1509,925,1091,637,1100,1116
gene:Zm00001d015404,59,95,121,86,125,129,52,48,164,87,142,141
gene:Zm00001d015405,4,33,61,67,39,36,28,20,57,39,58,72
gene:Zm00001d043265,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d043264,58,188,78,76,86,52,100,71,39,28,77,47
gene:Zm00001d043267,2110,2444,2371,1754,2099,1787,1468,1357,733,1318,1945,1885
gene:Zm00001d015409,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d043261,403,443,1085,1223,590,1165,925,381,807,620,1296,1351
gene:Zm00001d043260,30,21,16,0,0,0,0,0,0,0,0,0
gene:Zm00001d043263,85,81,138,165,138,62,154,107,109,128,117,93
gene:Zm00001d043262,0,4,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025988,435,504,1018,671,796,712,562,571,431,308,742,705
gene:Zm00001d025989,73,59,135,96,55,68,38,27,25,14,36,51
gene:Zm00001d025984,26834,81044,65067,20821,51273,23182,13695,53900,20302,8360,39709,20032
gene:Zm00001d025985,48,42,128,62,39,10,62,142,127,80,183,214
gene:Zm00001d025987,43,69,68,5,0,5,40,103,145,62,110,90
gene:Zm00001d025980,2349,5902,4584,4172,9053,6594,347,33,26,21,71,65
gene:Zm00001d025981,3610,4490,7401,4418,4192,5109,3430,4949,4943,3068,5385,6382
gene:Zm00001d025982,760,1338,1226,992,849,593,1166,2386,835,1026,1660,1348
gene:Zm00001d025983,28,14,54,94,45,101,153,190,153,122,220,171
gene:Zm00001d024023,5,0,0,10,0,5,0,8,23,35,8,71
gene:Zm00001d024024,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d048326,0,0,0,0,0,0,5,0,0,0,0,0
gene:Zm00001d024587,10979,6831,17680,20112,11676,17007,12325,4504,7816,7636,12308,14155
gene:Zm00001d024586,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d024585,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020805,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d024583,7070,8033,14178,14525,13615,13898,5682,5539,6872,4865,11566,11616
gene:Zm00001d020803,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d024027,34845,17429,96518,31362,51322,82939,27415,30849,31461,32893,63692,109274
gene:Zm00001d020808,340,261,480,262,273,294,193,534,709,184,455,703
gene:Zm00001d024588,1446,2418,3345,3040,2000,2976,2483,1304,2988,1316,3330,3587
gene:Zm00001d047016,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047017,801,981,1029,1408,1446,532,949,936,641,1241,1655,1098
gene:Zm00001d047015,1038,754,1426,1436,906,1105,1174,770,1003,780,1507,1250
gene:Zm00001d047012,12,23,10,31,21,4,12,4,1,36,25,6
gene:Zm00001d047013,121,137,212,240,193,171,102,117,143,53,259,177
gene:Zm00001d047010,0,0,0,0,34,24,0,0,0,0,0,0
gene:Zm00001d014970,18,0,0,8,0,0,9,0,0,0,0,0
gene:Zm00001d028655,2667,6125,7514,4498,3489,5167,4000,4850,5327,1991,5890,6166
gene:Zm00001d047018,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047019,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d050944,1533,1713,3145,3604,1605,3057,2926,1601,2834,1826,3172,3743
gene:Zm00001d050945,0,0,0,0,0,0,0,0,0,1,0,0
gene:Zm00001d014972,6841,7812,12916,7113,6081,7072,7502,7769,6554,4573,7398,9376
gene:Zm00001d050942,1508,1809,2888,1505,1299,1423,1812,1486,1542,776,1501,1502
gene:Zm00001d050943,4261,5448,10375,8586,6594,7215,7322,6102,7684,4344,7515,9600
gene:Zm00001d014975,0,0,0,4,0,0,0,0,0,0,0,4
gene:Zm00001d050948,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d014974,1776,2097,4698,2126,1752,1956,1917,2223,2495,1079,2403,2517
gene:Zm00001d028651,8601,31147,3288,10002,11733,2740,12098,60195,4910,7078,21592,10487
gene:Zm00001d028650,1,2,2,1,1,0,1,0,1,1,0,0
gene:Zm00001d014456,840,1305,1127,1084,1111,991,824,569,317,606,760,785
gene:Zm00001d053419,0,1,0,0,1,0,0,0,0,0,0,0
gene:Zm00001d053418,2,4,7,0,3,4,3,8,4,1,9,2
gene:Zm00001d053412,5320,5122,9095,4849,3975,4320,4728,4324,2955,2575,3860,3883
gene:Zm00001d053411,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d053410,13,45,4,20,14,36,33,28,33,16,41,11
gene:Zm00001d053417,0,0,0,0,0,0,0,1,0,0,3,1
gene:Zm00001d022617,41,90,217,152,81,102,71,48,95,31,109,93
gene:Zm00001d053415,40,30,0,8,0,0,36,0,0,0,33,0
gene:Zm00001d053414,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d014455,742,1004,1890,1045,1022,1223,850,967,1155,401,993,1294
gene:Zm00001d014452,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d013127,3558,3265,4306,3473,3758,3463,1447,966,1542,451,1777,1666
gene:Zm00001d013126,318,362,569,427,307,319,713,635,716,456,1447,823
gene:Zm00001d013125,310,916,1496,21,21,530,1430,1806,1372,1214,2230,2441
gene:Zm00001d013124,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d013123,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d013122,519,411,986,412,410,452,874,627,700,448,777,765
gene:Zm00001d006268,564,1005,1343,1371,1390,1288,373,265,454,138,367,208
gene:Zm00001d006269,621,1168,2160,1559,814,1113,1080,341,1168,453,1399,1571
gene:Zm00001d006266,0,0,0,0,1,0,0,0,0,0,0,0
gene:Zm00001d006267,8916,11928,24325,8822,9584,10908,6996,6923,7376,4398,9442,11823
gene:Zm00001d040796,1864,1839,3900,2479,1917,2450,1864,1461,1774,1298,1942,2736
gene:Zm00001d006265,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d006262,171,111,398,156,106,169,99,76,138,113,223,178
gene:Zm00001d006263,0,3,23,12,13,0,14,7,9,10,8,17
gene:Zm00001d006260,0,0,0,0,0,0,0,0,0,4,4,0
gene:Zm00001d040793,166,187,298,78,35,48,65,38,30,39,48,30
gene:Zm00001d040246,655,471,1544,588,408,789,1050,872,462,834,795,951
gene:Zm00001d040247,0,11,0,0,0,0,0,12,0,0,0,0
gene:Zm00001d040244,347,779,273,201,475,305,612,509,205,262,1220,507
gene:Zm00001d040245,1034,2702,146,951,1047,89,496,365,154,131,808,76
gene:Zm00001d040242,2732,2438,4903,1919,2418,2733,1672,1488,1032,1125,889,1868
gene:Zm00001d040243,0,0,0,0,4,0,0,4,0,4,0,7
gene:Zm00001d040240,1,1,1,0,1,0,0,0,0,0,0,0
gene:Zm00001d040241,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d040248,52,97,9,43,259,0,14,97,0,8,82,0
gene:Zm00001d040249,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d049788,21,34,38,102,156,82,0,0,0,0,0,0
gene:Zm00001d049789,695,584,1986,709,960,1208,985,488,944,599,962,1011
gene:Zm00001d038014,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038015,0,0,0,0,0,0,0,0,0,3,0,0
gene:Zm00001d038016,118,114,102,172,180,91,87,195,108,55,116,72
gene:Zm00001d038017,143,197,272,378,391,219,0,0,0,0,0,0
gene:Zm00001d038010,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038011,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038012,6880,7288,13866,6959,5034,6982,5008,5234,4494,2454,4829,6048
gene:Zm00001d038013,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038018,286,133,479,366,409,294,188,105,52,255,118,120
gene:Zm00001d049786,2398,1050,1701,1966,741,913,2409,1140,875,1881,1064,1200
gene:Zm00001d030055,6,0,0,0,0,0,5,0,0,0,0,0
gene:Zm00001d045206,1046,843,3397,2912,2569,4568,1876,1683,1023,1661,3112,2382
gene:Zm00001d044549,76,130,190,404,365,343,109,93,66,21,120,65
gene:Zm00001d044548,608,982,1695,1539,1239,1623,1664,1372,1547,1020,2374,2602
gene:Zm00001d026584,695,2784,2995,646,1558,1035,688,2093,1214,288,2264,1561
