gene_id,S2-12h,S2-24h,S2-Oh,S3-12h,S3-24h,S3-Oh,W2-12h,W2-24h,W2-Oh,W3-12h,W3-24h,W3-Oh
gene:Zm00001d039039,60,63,320,412,154,389,241,71,379,161,440,460
gene:Zm00001d039038,1806,2019,3690,4660,2975,4153,2198,1363,2521,1799,3599,4855
gene:Zm00001d013673,1888,1677,5167,5840,3029,6369,3884,1642,3307,2487,4814,6728
gene:Zm00001d013672,487,452,873,1494,1030,1297,726,331,527,532,1168,1232
gene:Zm00001d013671,51,37,28,43,40,68,23,0,0,0,0,0
gene:Zm00001d013670,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d013677,2,30,26,47,19,40,13,25,49,6,37,45
gene:Zm00001d013676,138,243,396,245,189,333,218,195,207,151,382,366
gene:Zm00001d013675,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d013674,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d052872,0,0,0,0,0,0,0,0,42,20,38,47
gene:Zm00001d006713,5,37,27,3,5,0,12,5,9,15,1,0
gene:Zm00001d006710,5460,8202,11466,5202,5044,5401,5518,6877,5903,2774,5551,6913
gene:Zm00001d006711,3654,8209,7623,4794,7060,4636,3801,5616,3953,2764,7070,4961
gene:Zm00001d052876,0,9,57,0,4,11,10,13,5,0,30,20
gene:Zm00001d006717,3699,5045,8487,4758,4710,5246,3553,3526,3635,1962,4169,4821
gene:Zm00001d052874,249,420,1030,277,206,441,355,264,423,249,499,485
gene:Zm00001d006715,16,23,39,11,14,20,51,88,19,44,78,69
gene:Zm00001d002628,0,0,30,0,0,0,0,0,0,0,0,0
gene:Zm00001d002629,7,0,8,10,37,0,6,12,0,0,4,4
gene:Zm00001d002622,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d002623,201,423,544,265,481,164,175,177,85,117,310,68
gene:Zm00001d002620,3,0,3,2,0,3,6,8,9,0,15,5
gene:Zm00001d002621,418,663,849,772,566,474,638,693,590,402,867,753
gene:Zm00001d002626,170,4,217,191,47,184,16,23,59,8,0,57
gene:Zm00001d002627,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d002624,924,670,2317,1266,897,1270,1117,718,1313,802,1288,1600
gene:Zm00001d002625,4447,2198,3499,5321,2700,3672,4186,2438,2004,2279,2291,3461
gene:Zm00001d038340,535,330,1499,1367,820,1709,1231,542,1357,1037,2275,2947
gene:Zm00001d038341,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038342,643,742,1904,1434,802,1228,1028,643,1705,430,1598,1367
gene:Zm00001d038343,1777,2381,2931,1910,1473,1394,1937,2223,1994,1045,2894,1708
gene:Zm00001d038345,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038346,1641,611,1393,5608,1422,2668,4445,1569,3844,1601,4437,3466
gene:Zm00001d038347,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038348,8498,6903,26289,10293,6474,7849,7959,8421,10435,2672,8322,7509
gene:GRMZM5G893089,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028972,63,93,223,67,45,79,417,190,185,85,165,208
gene:Zm00001d028973,215,112,658,359,307,392,366,349,366,375,389,383
gene:Zm00001d028971,1247,1680,3126,2351,1699,2581,2008,1923,2248,971,2394,2778
gene:Zm00001d028976,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028977,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028974,17124,19463,31381,26224,23613,20262,18436,19617,17703,12571,25781,24053
gene:Zm00001d028975,216,348,264,164,273,160,193,149,203,99,477,204
gene:Zm00001d037353,4,0,1,1,3,4,0,2,1,2,0,1
gene:Zm00001d007399,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d007398,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d007391,287,302,1038,586,374,766,1011,679,1196,590,1297,1143
gene:Zm00001d007390,441,698,491,225,189,154,521,244,156,151,233,232
gene:Zm00001d007395,4,0,12,0,4,0,12,0,0,0,0,0
gene:Zm00001d007394,9939,7052,16147,7997,6143,9484,10945,8092,6173,7342,5128,10438
gene:Zm00001d007397,144,113,329,503,245,385,144,116,223,110,148,281
gene:Zm00001d007396,0,10,0,0,0,0,0,0,4,2,17,0
gene:Zm00001d036126,10,25,0,39,0,17,61,45,171,42,93,148
gene:Zm00001d036127,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d036125,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d036122,64,104,94,100,71,136,172,51,72,46,162,128
gene:Zm00001d036123,1173,513,1415,1188,779,1457,2505,1503,1636,2548,2319,2741
gene:Zm00001d036120,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d036121,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d036129,756,408,2297,0,0,131,529,489,357,219,295,622
gene:Zm00001d048139,460,684,515,144,223,262,424,377,372,129,316,414
gene:GRMZM5G830210,1276,1252,3377,828,695,1252,1479,2001,1405,1196,1096,1472
gene:Zm00001d004646,0,0,0,6,0,0,4,0,6,0,0,10
gene:Zm00001d007753,20577,107747,8998,15232,35662,4650,13823,34362,2138,6021,47095,2206
gene:Zm00001d002500,1429,3376,3326,1093,1495,1363,3660,6564,5101,1338,2800,4864
gene:Zm00001d007755,4853,6375,11101,8999,7210,9815,5554,4718,5613,4017,8632,9051
gene:Zm00001d002506,89,123,109,251,140,144,17,0,0,0,0,0
gene:Zm00001d008017,1178,1440,2363,1154,1349,789,28,12,9,0,33,15
gene:Zm00001d008016,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d037831,0,0,0,0,0,0,9,0,0,24,4,8
gene:Zm00001d037830,430,285,1214,576,718,738,359,367,442,407,377,688
gene:Zm00001d037837,0,0,48,61,0,104,3,3,72,0,0,37
gene:Zm00001d037836,553,529,1102,2127,897,1636,1017,825,1263,723,2065,1873
gene:Zm00001d037835,0,4,12,20,0,0,12,4,0,0,4,0
gene:Zm00001d037834,902,159,556,862,379,508,1555,278,535,859,304,543
gene:Zm00001d037839,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d037838,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d013716,295,532,2572,582,529,524,504,118,179,199,95,173
gene:Zm00001d008019,0,0,4,0,0,4,0,0,0,0,0,0
gene:Zm00001d008018,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d035475,27969,64389,62363,18052,35381,18417,19266,53006,20333,12145,32362,25615
gene:Zm00001d035474,2787,4180,5173,1969,2165,1895,1845,2349,1558,999,1629,1749
gene:Zm00001d035476,135,116,272,1058,429,753,625,153,435,474,1129,908
gene:Zm00001d035471,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d035470,8746,10602,14833,10296,11372,9320,4998,5305,5102,3700,7540,6367
gene:Zm00001d035473,5546,8401,11480,8035,6004,7206,6833,6746,6378,3708,6731,7369
gene:Zm00001d044922,223,137,374,392,218,197,427,211,262,169,500,502
gene:Zm00001d035479,0,0,0,0,5,5,0,0,0,0,0,0
gene:Zm00001d035478,0,2,0,0,0,0,7,8,6,4,6,5
gene:Zm00001d037043,487,463,587,415,297,394,346,242,128,136,242,155
gene:Zm00001d007975,734,1184,2065,2038,899,1221,1048,798,1551,598,1435,1185
gene:Zm00001d007974,3,1,12,18,16,5,15,6,18,27,25,10
gene:Zm00001d007977,145,427,296,116,249,58,79,297,105,93,386,96
gene:Zm00001d023804,49,80,362,259,286,433,189,34,307,63,276,142
gene:Zm00001d007971,4,0,10,9,3,4,227,203,178,129,310,253
gene:Zm00001d037040,12,0,19,0,0,0,0,0,0,0,0,0
gene:Zm00001d007973,8,37,9,24,44,9,12,24,0,3,16,0
gene:Zm00001d007972,2424,4453,6571,4035,3308,2950,2686,3336,3963,1517,4713,4062
gene:Zm00001d013713,150,305,469,11,4,0,8,12,16,0,35,29
gene:Zm00001d007978,32,50,70,713,28,319,73,12,452,58,783,326
gene:Zm00001d023809,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d023808,1405,2001,3451,1906,1594,1887,1585,1276,1513,718,1600,1827
gene:Zm00001d040649,212,222,0,127,228,13,120,144,5,38,134,20
gene:Zm00001d044925,1556,2693,4098,514,1311,1631,1239,2439,1138,961,2251,2222
gene:Zm00001d010771,7,0,4,0,0,6,21,9,33,32,42,35
gene:Zm00001d009763,10059,11663,13223,7331,7982,6441,10191,10056,7682,5868,9631,10035
gene:Zm00001d032377,557,1093,1019,582,1126,604,306,773,482,276,997,546
gene:Zm00001d036691,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001947,1507,2410,4862,2453,2637,2798,2309,3680,3524,1859,3777,3444
gene:Zm00001d044929,2497,3180,4085,2358,2218,2082,2463,3296,2234,1518,3176,2976
gene:Zm00001d036693,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d036694,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047146,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d032372,242,436,396,354,204,198,309,447,316,146,280,268
gene:Zm00001d036696,0,0,0,0,0,4,0,0,0,11,0,8
gene:Zm00001d022826,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d044482,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d014686,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022824,0,0,0,0,0,0,0,0,0,0,3,8
gene:Zm00001d014683,26,25,65,42,30,38,54,7,20,4,74,38
gene:Zm00001d011069,2932,1468,9370,5625,3889,9244,4028,2377,4567,3795,3990,8033
gene:Zm00001d008905,5300,1954,8074,3914,1737,3081,5366,2692,3463,4011,3595,5535
gene:Zm00001d008904,278,129,143,16,9,95,643,602,757,361,737,866
gene:Zm00001d008907,1638,2148,3050,2133,1750,1896,2192,1897,2028,1250,2511,2551
gene:Zm00001d008906,4710,4162,10343,6898,5061,7112,4712,4042,5529,2970,6371,6842
gene:Zm00001d008901,244,603,266,423,560,147,323,79,259,189,241,238
gene:Zm00001d008900,1270,2329,2813,1486,1202,1265,1426,1172,1305,634,1275,1114
gene:Zm00001d008903,543,601,2309,1547,1476,2327,752,562,817,519,1334,1521
gene:Zm00001d008902,647,966,1267,591,716,611,550,657,650,336,836,970
gene:Zm00001d014680,126,16,0,60,0,0,84,0,0,116,28,0
gene:Zm00001d008909,1846,2649,4497,2518,2303,1196,2572,3438,2099,1833,2205,1578
gene:Zm00001d005539,2136,3276,3063,2543,2492,1673,1968,2496,1751,1055,2641,2208
gene:Zm00001d005538,685,812,863,746,819,696,629,779,546,443,1199,812
gene:Zm00001d005537,1,10,10,0,0,0,0,0,0,0,5,5
gene:Zm00001d005536,240,573,1058,864,420,500,378,11,4,24,14,21
gene:Zm00001d005535,26,52,255,391,142,223,63,19,80,32,148,84
gene:Zm00001d005534,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d005532,118,287,246,538,398,272,318,331,329,221,192,367
gene:Zm00001d005531,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d005530,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022828,3,5,14,16,3,9,1,0,0,0,0,0
gene:Zm00001d034927,158,151,198,254,235,165,192,104,119,79,156,188
gene:Zm00001d020729,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d020728,95,63,144,391,142,134,89,59,81,61,156,165
gene:Zm00001d020727,2610,8600,14130,3183,7936,6864,2139,7063,5512,1577,7729,8535
gene:Zm00001d020726,70,27,143,382,136,358,231,55,208,32,260,318
gene:Zm00001d020725,934,722,1115,932,722,793,1285,762,651,763,611,884
gene:Zm00001d020723,8,0,0,18,0,0,4,6,10,2,6,26
gene:Zm00001d020722,553,710,1204,549,595,852,270,254,416,116,387,481
gene:Zm00001d020721,0,0,0,0,0,0,0,4,0,0,6,0
gene:Zm00001d020720,12,5,0,21,11,13,19,13,9,0,8,0
gene:Zm00001d026978,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d026979,0,15,0,0,5,3,0,0,0,0,4,0
gene:Zm00001d026970,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d026971,0,0,0,0,0,0,0,0,1,0,0,0
gene:Zm00001d026972,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d026973,13,7,1,5,9,0,9,3,2,0,4,1
gene:Zm00001d026974,92,159,131,87,53,121,149,115,68,80,116,68
gene:Zm00001d026975,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d026976,0,0,0,1,3,0,2,0,0,0,1,1
gene:Zm00001d026977,0,0,3,0,12,0,4,12,0,0,2,0
gene:Zm00001d031206,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d031204,781,1621,668,573,739,200,480,712,181,171,497,157
gene:Zm00001d031205,1731,2637,3700,1682,1572,1863,2130,1855,1654,1280,2921,3074
gene:Zm00001d031202,27,95,59,33,31,44,35,126,41,6,20,20
gene:Zm00001d049553,2515,3193,6959,3851,2833,4290,3338,2562,3918,1903,3363,5011
gene:Zm00001d031200,136,88,243,284,183,309,350,144,324,150,449,430
gene:Zm00001d031201,941,508,1593,932,848,869,718,516,392,493,633,573
gene:Zm00001d045031,0,6,19,24,11,15,7,2,5,2,5,2
gene:Zm00001d031208,0,0,0,0,0,0,180,358,288,165,274,376
gene:Zm00001d031209,21243,35232,32346,22476,15998,13844,18959,18810,10483,14608,16646,13012
gene:Zm00001d028118,454,354,735,598,493,324,545,636,201,634,353,313
gene:Zm00001d028119,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d028114,1120,1064,3248,2259,1211,1948,1049,707,1497,597,1233,1785
gene:Zm00001d028115,0,0,4,0,0,0,0,0,2,0,0,0
gene:Zm00001d028116,8,16,8,253,329,65,7,0,0,0,0,0
gene:Zm00001d028117,10698,18078,30336,35690,20767,28024,23451,19536,27816,9332,27135,27219
gene:Zm00001d028110,0,0,0,0,0,3,0,0,0,11,20,3
gene:Zm00001d028111,649,1004,2147,1461,924,1673,750,662,1177,765,1288,1796
gene:Zm00001d028112,1308,1557,3646,2105,1416,2663,1912,2186,2406,1117,2093,2734
gene:Zm00001d028113,312,493,686,342,329,337,250,215,380,145,481,447
gene:Zm00001d030155,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d030154,11,33,27,187,96,147,117,92,135,78,149,129
gene:Zm00001d030157,961,2015,2857,2337,1624,1916,1988,1549,2215,973,1780,2302
gene:Zm00001d030151,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d030150,0,0,0,2,0,0,0,0,0,0,0,0
gene:Zm00001d030153,1701,1537,5441,2862,2211,3392,3960,2788,2758,1773,2230,3778
gene:Zm00001d030152,1059,1695,2622,1582,1876,1480,1731,3145,1987,996,2077,2154
gene:Zm00001d030159,12895,14257,24169,26344,23628,25374,28712,23424,25625,16755,26553,34581
gene:Zm00001d030158,3732,6552,6736,5422,4401,4556,5338,5060,4089,3222,4832,5647
gene:Zm00001d001972,333,468,490,354,242,431,478,394,371,325,718,590
gene:Zm00001d009554,7427,5971,9939,8520,3482,4111,6463,4381,5828,3068,5259,5144
gene:Zm00001d024030,320,573,1551,1492,515,920,1018,442,1792,454,1413,1432
gene:Zm00001d001974,312,530,566,982,589,615,462,393,515,236,949,696
gene:Zm00001d009557,229,375,241,253,325,339,173,330,135,288,326,183
gene:Zm00001d017368,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017365,4,16,4,12,20,8,11,8,0,8,17,8
gene:Zm00001d017364,744,340,1361,834,488,1057,719,317,405,689,437,817
gene:Zm00001d017367,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d017366,11,8,31,10,0,33,13,21,27,4,51,35
gene:Zm00001d017361,204,420,560,724,546,565,376,586,295,301,653,718
gene:Zm00001d017360,2110,3587,4184,2101,2041,1955,2362,2946,2469,1028,2328,2271
gene:Zm00001d017363,389,344,594,603,424,408,239,327,331,302,725,484
gene:Zm00001d017362,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029643,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029642,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029641,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029640,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d029647,42,97,180,477,210,345,169,76,315,171,649,373
gene:Zm00001d029646,196,114,294,352,249,354,339,140,177,149,716,631
gene:Zm00001d029645,206,5,58,161,26,30,118,17,30,124,9,26
gene:Zm00001d029644,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025777,4745,5214,7881,7331,6731,7780,5506,5396,4438,4454,9075,8336
gene:Zm00001d025776,4116,4887,7621,4138,3653,3830,3316,4158,3844,2027,3516,3958
gene:Zm00001d029649,1754,3022,5094,2142,2148,2348,2478,2849,2615,1811,2913,3575
gene:Zm00001d029648,430,2474,88,318,4640,245,442,1041,49,173,4738,80
gene:Zm00001d025773,67638,65607,44027,63679,36250,20162,59237,42758,21783,30087,34702,23589
gene:Zm00001d025772,3461,4953,9467,6774,3710,6102,5796,4158,5271,2839,5401,6704
gene:Zm00001d025771,140,128,569,244,248,180,189,46,204,52,193,143
gene:Zm00001d025770,2008,758,1841,1810,613,831,1867,651,587,1659,547,717
gene:Zm00001d015217,463,1683,756,862,1036,798,22,97,1677,1166,2038,4775
gene:Zm00001d027730,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027733,12,36,37,38,25,23,21,14,64,18,116,64
gene:Zm00001d027732,94,22,343,277,130,421,268,160,398,318,608,831
gene:Zm00001d016098,0,0,0,4,0,4,0,0,5,5,0,0
gene:Zm00001d016099,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d027737,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d015210,1971,1749,4844,2924,2427,3251,2019,2001,1435,1257,1683,2461
gene:Zm00001d027739,38,65,126,80,39,117,49,63,53,33,117,102
gene:Zm00001d016095,24,62,111,105,32,90,52,32,117,42,147,130
gene:Zm00001d016096,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016091,104,36,239,233,60,178,163,18,79,105,95,133
gene:Zm00001d015219,142,35,238,0,0,59,127,0,4,51,11,37
gene:Zm00001d003760,889,359,1722,1571,740,1655,1483,448,396,289,598,473
gene:Zm00001d038240,39,28,47,70,16,20,45,13,5,29,12,34
gene:Zm00001d003762,24,28,22,36,28,0,0,13,6,10,46,8
gene:Zm00001d033294,1815,1765,2938,2071,1469,1882,2180,2029,1678,966,2076,2057
gene:zma-MIR169e,0,15,12,15,11,14,23,11,15,12,12,11
gene:Zm00001d033293,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d024034,227,213,508,235,164,315,181,240,179,170,231,301
gene:Zm00001d038244,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d038247,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d033290,48,34,26,57,19,11,21,0,2,0,0,0
gene:Zm00001d045919,96,0,272,16,46,162,12,9,31,28,57,96
gene:Zm00001d045918,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d003769,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d045911,1469,1677,2740,2796,1780,2967,1787,1397,2125,1050,2593,2455
gene:Zm00001d045910,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d045913,190,293,228,133,162,145,211,148,199,139,130,168
gene:Zm00001d045914,177,291,672,283,176,346,198,277,369,130,269,344
gene:Zm00001d045916,18,12,37,20,50,30,0,0,0,0,0,8
gene:Zm00001d010639,3929,6324,7268,4099,5315,3755,3402,5567,3491,2099,5180,3732
gene:Zm00001d042560,225,263,529,590,330,342,447,371,348,315,503,591
gene:Zm00001d018270,290,316,695,988,599,890,310,209,327,209,478,434
gene:Zm00001d018276,180,185,202,281,100,232,485,347,842,336,803,1002
gene:Zm00001d018277,612,973,1172,2735,1943,2554,1824,747,1223,1025,1944,2284
gene:Zm00001d018274,2372,1350,4917,4948,4291,7849,2690,2112,1834,2932,3396,6301
gene:Zm00001d018275,801,1326,2477,1485,1172,1398,1432,1042,1159,668,1525,1701
gene:Zm00001d018278,1201,1871,2373,1926,1594,1449,1472,1688,1704,839,2133,1662
gene:Zm00001d018279,0,0,8,0,6,0,0,0,0,0,0,0
gene:Zm00001d016547,12,77,241,53,199,146,76,0,0,0,0,0
gene:Zm00001d016544,485,972,830,1155,799,693,875,2050,1276,393,736,728
gene:Zm00001d016545,374,2510,3666,281,146,294,259,189,226,321,130,277
gene:Zm00001d016542,7873,3112,33935,15091,12004,18242,10050,4946,8007,10802,7271,17577
gene:Zm00001d016543,1379,1625,3672,1900,1067,1858,2059,1503,2448,1260,1308,2233
gene:Zm00001d016540,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016541,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d016548,0,0,0,0,0,0,6,0,0,0,0,0
gene:Zm00001d016549,5714,9410,20711,21588,10999,20955,9757,5124,16764,4961,15443,20645
gene:Zm00001d052311,22,0,14,18,5,10,0,0,0,0,0,0
gene:Zm00001d022819,0,0,0,0,0,0,2,0,0,0,0,0
gene:Zm00001d022818,3,0,48,14,3,34,28,7,5,10,26,68
gene:Zm00001d022817,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022816,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022815,5,2,0,0,21,5,5,0,0,9,12,3
gene:Zm00001d022814,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d022813,0,0,0,0,0,0,8,0,0,0,0,0
gene:Zm00001d022812,0,0,0,0,0,0,1,0,0,0,0,0
gene:Zm00001d022811,22,27,96,64,102,63,34,70,24,11,46,76
gene:Zm00001d022810,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011015,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011014,15,14,28,19,13,17,0,0,0,0,0,0
gene:Zm00001d011017,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011016,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011011,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d009458,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011013,2233,1377,2118,3585,2440,2435,2402,1096,1199,1924,2564,2062
gene:Zm00001d011012,12,380,158,49,121,66,17,166,0,5,125,74
gene:Zm00001d011019,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d011018,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d051392,731,1307,2097,2994,1641,2386,2167,1382,2549,1220,2593,3098
gene:Zm00001d004221,0,0,1,5,0,0,0,0,1,0,0,0
gene:Zm00001d004222,259,182,379,298,262,187,292,294,240,130,334,333
gene:Zm00001d041591,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d025141,6,18,10,22,124,0,0,0,0,0,0,0
gene:Zm00001d051396,403,305,571,507,399,711,564,392,336,206,699,597
gene:Zm00001d041593,8781,9005,23394,14501,9973,18828,12401,8198,12079,7825,14910,19784
gene:Zm00001d051397,16,6,6,28,50,16,44,96,64,8,58,22
gene:Zm00001d005839,0,0,0,90,20,43,13,9,19,0,22,15
gene:Zm00001d008767,1,2,8,0,1,15,0,4,2,4,15,3
gene:Zm00001d041595,1768,1516,3690,2674,2399,3538,1992,1468,1149,1426,1594,2961
gene:Zm00001d004227,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d041594,1266,2212,2994,2185,1246,2074,1280,1216,1044,655,1331,1415
gene:Zm00001d051907,90,21,133,39,24,38,31,6,27,28,124,48
gene:Zm00001d051906,15,14,139,519,118,362,71,4,142,38,189,112
gene:Zm00001d051905,0,0,0,0,0,5,0,0,8,8,14,8
gene:Zm00001d051902,6966,9088,10815,6071,6095,5257,4506,8125,4640,3877,5729,5290
gene:Zm00001d051901,742,885,1722,1222,1527,1083,842,612,1048,587,1086,1036
gene:Zm00001d051900,959,1488,1788,1057,1234,1126,729,1055,925,443,980,891
gene:Zm00001d051908,13994,11532,27325,9127,17131,10376,10917,20257,13956,7066,18752,9995
gene:Zm00001d025148,3,0,0,0,0,0,0,8,0,0,0,0
gene:Zm00001d025149,41,68,121,829,34,606,149,104,1092,203,1369,781
gene:Zm00001d052212,1283,2295,2729,1423,1563,1439,956,1852,1206,641,1441,1823
gene:Zm00001d033884,7,52,30,116,8,25,34,12,156,16,159,63
gene:Zm00001d005836,0,0,0,0,0,0,1,0,0,0,0,0
gene:Zm00001d033883,9,8,40,34,32,63,27,29,4,8,29,1
gene:Zm00001d046588,0,1,0,0,0,1,1,0,2,3,5,0
gene:Zm00001d005834,528,593,1056,856,666,661,986,880,700,551,769,1062
gene:Zm00001d046583,3602,4982,13384,13162,6010,11612,8540,5356,12182,3974,10293,12455
gene:Zm00001d046582,0,0,0,0,4,0,0,0,0,0,0,0
gene:Zm00001d046581,1867,2578,5218,4818,3824,5551,2569,2472,2918,1691,4266,4769
gene:Zm00001d005835,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d046587,756,676,956,2239,1202,1672,735,554,955,530,1677,1189
gene:Zm00001d046586,385,764,990,581,664,855,517,496,694,227,1247,1239
gene:Zm00001d046585,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d024411,64,18,12,39,21,28,15,13,6,0,4,0
gene:Zm00001d024410,0,5,0,0,0,0,0,5,0,0,0,0
gene:Zm00001d024413,1102,1420,1953,2184,1176,2064,1853,993,1624,954,1755,2192
gene:Zm00001d024412,209,1182,132,210,578,72,42,49,0,0,164,8
gene:Zm00001d024415,11,8,43,19,6,17,11,20,25,3,18,8
gene:Zm00001d024414,12,0,19,8,0,0,38,74,43,14,77,8
gene:Zm00001d024417,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d024416,3436,4425,7582,6193,5030,6279,4392,3697,4573,2915,6066,7719
gene:Zm00001d024418,565,652,1039,1145,770,1228,1243,624,721,744,1355,1664
gene:Zm00001d001029,748,1077,243,77,82,171,699,1704,1051,427,1441,1095
gene:Zm00001d001028,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001021,0,0,0,0,0,0,0,0,0,0,1,0
gene:Zm00001d001020,0,9,0,7,0,0,2,0,0,9,2,0
gene:Zm00001d001023,97,89,57,81,101,49,28,46,21,14,93,87
gene:Zm00001d001022,221,133,361,40,26,69,158,258,224,109,355,192
gene:Zm00001d001025,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001024,6,3,72,7,9,5,6,4,9,0,0,2
gene:Zm00001d001027,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d001026,8,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d043401,1657,1290,2323,1903,1337,1545,1792,1464,1044,1193,1712,1849
gene:Zm00001d047181,708,846,1749,1471,936,1348,1036,1088,1097,638,1422,1674
gene:Zm00001d043403,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047183,1165,1139,2407,2218,1628,2056,1574,1334,1140,767,2087,2015
gene:Zm00001d047184,1214,1357,2733,1328,1399,1487,1383,1473,1219,758,1333,1625
gene:Zm00001d043404,852,742,1645,1030,708,611,799,1000,471,370,934,943
gene:Zm00001d047186,1959,1591,4649,10065,4333,9141,4653,2015,4547,2791,5559,9041
gene:Zm00001d047187,985,1392,541,923,988,456,1167,1208,541,532,941,610
gene:Zm00001d043409,0,0,0,0,0,0,0,0,0,0,0,0
gene:Zm00001d047189,532,920,1439,522,604,856,590,314,556,786,661,1468
